camara,comision,nombre,bloque,cargo
diputados,Población y Desarrollo Humano,"Yedlin, Pablo Raúl",UNIÓN POR LA PATRIA,Vocal
diputados,Población y Desarrollo Humano,"Yeza, Martín",PRO,Vocal
diputados,Población y Desarrollo Humano,"Zigarán, María Inés",PROVINCIAS UNIDAS,Vocal
diputados,Deportes,"Chica, Jorge",UNIÓN POR LA PATRIA,Presidente
diputados,Deportes,"Garrido, José Luis",POR SANTA CRUZ,Presidente
diputados,Deportes,"Hartfield, Diego",LA LIBERTAD AVANZA,Presidente
diputados,Deportes,"Araujo Hernández, Jorge Neri",UNIÓN POR LA PATRIA,Secretario/a
diputados,Deportes,"Soldano, Laura",LA LIBERTAD AVANZA,Secretario/a
diputados,Deportes,"Zaracho, Natalia",UNIÓN POR LA PATRIA,Secretario/a
diputados,Deportes,"Andrade, Javier",UNIÓN POR LA PATRIA,Vocal
diputados,Deportes,"Ansaloni, Pablo",LA LIBERTAD AVANZA,Vocal
diputados,Deportes,"Aveiro, Martín",UNIÓN POR LA PATRIA,Vocal
diputados,Deportes,"Benedit, Beltrán",LA LIBERTAD AVANZA,Vocal
diputados,Deportes,"Carrancio, Alejandro",LA LIBERTAD AVANZA,Vocal
diputados,Deportes,"Castagneto, Carlos Daniel",UNIÓN POR LA PATRIA,Vocal
diputados,Deportes,"Correa Llano, Facundo",LA LIBERTAD AVANZA,Vocal
diputados,Deportes,"de Andreis, Fernando",PRO,Vocal
diputados,Deportes,"Díaz, Fernanda",UNIÓN POR LA PATRIA,Vocal
diputados,Deportes,"Dolce, Sergio",UNIÓN POR LA PATRIA,Vocal
diputados,Deportes,"Farías, Pablo",PROVINCIAS UNIDAS,Vocal
diputados,Deportes,"Figliuolo, Sergio",LA LIBERTAD AVANZA,Vocal
diputados,Deportes,"García, Álvaro",LA LIBERTAD AVANZA,Vocal
diputados,Deportes,"Goitia, Rosario",LA LIBERTAD AVANZA,Vocal
diputados,Deportes,"Juliano, Pablo",PROVINCIAS UNIDAS,Vocal
diputados,Deportes,"Leone, Andrés",LA LIBERTAD AVANZA,Vocal
diputados,Deportes,"Molinuevo, Soledad",LA LIBERTAD AVANZA,Vocal
diputados,Deportes,"Monguillot, Fernando",ELIJO CATAMARCA,Vocal
diputados,Deportes,"Mukdise, Jorge",UNIÓN POR LA PATRIA,Vocal
diputados,Deportes,"Palazzo, Sergio Omar",UNIÓN POR LA PATRIA,Vocal
diputados,Deportes,"Rossi, Agustín Oscar",UNIÓN POR LA PATRIA,Vocal
diputados,Deportes,"Santillán Juárez Brahim, Juliana",LA LIBERTAD AVANZA,Vocal
diputados,Deportes,"Scaglia, Gisela",PROVINCIAS UNIDAS,Vocal
diputados,Deportes,"Schneider, Darío",UCR - UNIÓN CÍVICA RADICAL,Vocal
diputados,Deportes,"Vancsik, Daniel",INNOVACIÓN FEDERAL,Vocal
diputados,Derechos Humanos y Garantías,"Pietragalla Corti, Horacio",UNIÓN POR LA PATRIA,Presidente
diputados,Derechos Humanos y Garantías,"Frade, Mónica",COALICION CIVICA,Presidente
diputados,Derechos Humanos y Garantías,"Andrade, Javier",UNIÓN POR LA PATRIA,Vocal
diputados,Derechos Humanos y Garantías,"Banfi, Karina",ADELANTE BUENOS AIRES,Vocal
diputados,Derechos Humanos y Garantías,"Basualdo, Atilio",LA LIBERTAD AVANZA,Vocal
diputados,Derechos Humanos y Garantías,"Bongiovanni, Alejandro",LA LIBERTAD AVANZA,Vocal
diputados,Derechos Humanos y Garantías,"Bruno, Eliana",LA LIBERTAD AVANZA,Vocal
diputados,Derechos Humanos y Garantías,"de la Rosa, María Graciela",UNIÓN POR LA PATRIA,Vocal
diputados,Derechos Humanos y Garantías,"Del Plá, Romina",PARTIDO OBRERO EN EL FTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,Vocal
diputados,Derechos Humanos y Garantías,"Finocchiaro, Alejandro",PRO,Vocal
diputados,Derechos Humanos y Garantías,"García, María Teresa",UNIÓN POR LA PATRIA,Vocal
diputados,Derechos Humanos y Garantías,"González, Diógenes Ignacio",UCR - UNIÓN CÍVICA RADICAL,Vocal
diputados,Derechos Humanos y Garantías,"Ibañez, María Cecilia",LA LIBERTAD AVANZA,Vocal
diputados,Derechos Humanos y Garantías,"Lemoine, Lilia",LA LIBERTAD AVANZA,Vocal
diputados,Derechos Humanos y Garantías,"Mango, Marcelo",UNIÓN POR LA PATRIA,Vocal
diputados,Derechos Humanos y Garantías,"Marclay, Marianela",UNIÓN POR LA PATRIA,Vocal
diputados,Derechos Humanos y Garantías,"Molinuevo, Soledad",LA LIBERTAD AVANZA,Vocal
diputados,Derechos Humanos y Garantías,"Molle, Matías",UNIÓN POR LA PATRIA,Vocal
diputados,Derechos Humanos y Garantías,"Ojeda, Joaquín",LA LIBERTAD AVANZA,Vocal
diputados,Derechos Humanos y Garantías,"Outes, Pablo",INNOVACIÓN FEDERAL,Vocal
diputados,Derechos Humanos y Garantías,"Palazzo, Sergio Omar",UNIÓN POR LA PATRIA,Vocal
diputados,Derechos Humanos y Garantías,"Paulón, Esteban",PROVINCIAS UNIDAS,Vocal
diputados,Derechos Humanos y Garantías,"Penacca, Paula Andrea",UNIÓN POR LA PATRIA,Vocal
diputados,Derechos Humanos y Garantías,"Petrovich, María Lorena",LA LIBERTAD AVANZA,Vocal
diputados,Derechos Humanos y Garantías,"Ponce, María Celeste",LA LIBERTAD AVANZA,Vocal
diputados,Derechos Humanos y Garantías,"Ravera, Valentina",LA LIBERTAD AVANZA,Vocal
diputados,Derechos Humanos y Garantías,"Roberto, Santiago Luis",UNIÓN POR LA PATRIA,Vocal
diputados,Derechos Humanos y Garantías,"Santurio, Santiago",LA LIBERTAD AVANZA,Vocal
diputados,Derechos Humanos y Garantías,"Vera, Andrea Fernanda",LA LIBERTAD AVANZA,Vocal
diputados,Derechos Humanos y Garantías,"Yasky, Hugo",UNIÓN POR LA PATRIA,Vocal
diputados,Derechos Humanos y Garantías,"Zigarán, María Inés",PROVINCIAS UNIDAS,Vocal
diputados,"Asuntos Cooperativos, Mutuales y ONGs","Leiva, Aldo",UNIÓN POR LA PATRIA,Presidente
diputados,"Asuntos Cooperativos, Mutuales y ONGs","Basualdo, Atilio",LA LIBERTAD AVANZA,Presidente
diputados,"Asuntos Cooperativos, Mutuales y ONGs","Carignano, Florencia",UNIÓN POR LA PATRIA,Presidente
diputados,"Asuntos Cooperativos, Mutuales y ONGs","Chiconi, Abel",LA LIBERTAD AVANZA,Secretario/a
diputados,"Asuntos Cooperativos, Mutuales y ONGs","González, Gerardo Gustavo",INNOVACIÓN FEDERAL,Secretario/a
diputados,"Asuntos Cooperativos, Mutuales y ONGs","Aguirre, Hilda",UNIÓN POR LA PATRIA,Vocal
diputados,"Asuntos Cooperativos, Mutuales y ONGs","Aveiro, Martín",UNIÓN POR LA PATRIA,Vocal
diputados,"Asuntos Cooperativos, Mutuales y ONGs","Becerra, Mónica",LA LIBERTAD AVANZA,Vocal
diputados,"Asuntos Cooperativos, Mutuales y ONGs","Bianchetti, Emmanuel",PRO,Vocal
diputados,"Asuntos Cooperativos, Mutuales y ONGs","Campitelli, Celia",UNIÓN POR LA PATRIA,Vocal
diputados,"Asuntos Cooperativos, Mutuales y ONGs","Casas, Sergio Guillermo",UNIÓN POR LA PATRIA,Vocal
diputados,"Asuntos Cooperativos, Mutuales y ONGs","Correa Llano, Facundo",LA LIBERTAD AVANZA,Vocal
diputados,"Asuntos Cooperativos, Mutuales y ONGs","Farías, Pablo",PROVINCIAS UNIDAS,Vocal
diputados,"Asuntos Cooperativos, Mutuales y ONGs","Goitia, Rosario",LA LIBERTAD AVANZA,Vocal
diputados,"Asuntos Cooperativos, Mutuales y ONGs","Gruber, Maura",LA LIBERTAD AVANZA,Vocal
diputados,"Asuntos Cooperativos, Mutuales y ONGs","Gutiérrez, Carlos",PROVINCIAS UNIDAS,Vocal
diputados,"Asuntos Cooperativos, Mutuales y ONGs","Holzman, Patricia",LA LIBERTAD AVANZA,Vocal
diputados,"Asuntos Cooperativos, Mutuales y ONGs","Huesen, Gerardo",LA LIBERTAD AVANZA,Vocal
diputados,"Asuntos Cooperativos, Mutuales y ONGs","Metral Asensio, Julieta",LA LIBERTAD AVANZA,Vocal
diputados,"Asuntos Cooperativos, Mutuales y ONGs","Moyano, Hugo Antonio",UNIÓN POR LA PATRIA,Vocal
diputados,"Asuntos Cooperativos, Mutuales y ONGs","Nieri, Lisandro",UCR - UNIÓN CÍVICA RADICAL,Vocal
diputados,"Asuntos Cooperativos, Mutuales y ONGs","Nuñez, José",PROVINCIAS UNIDAS,Vocal
diputados,"Asuntos Cooperativos, Mutuales y ONGs","Palladino, Claudia María",UNIÓN POR LA PATRIA,Vocal
diputados,"Asuntos Cooperativos, Mutuales y ONGs","Pitrola, Nestor",PARTIDO OBRERO EN EL FTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,Vocal
diputados,"Asuntos Cooperativos, Mutuales y ONGs","Ravera, Valentina",LA LIBERTAD AVANZA,Vocal
diputados,"Asuntos Cooperativos, Mutuales y ONGs","Reichardt, Karen",LA LIBERTAD AVANZA,Vocal
diputados,"Asuntos Cooperativos, Mutuales y ONGs","Rodríguez, Miguel",LA LIBERTAD AVANZA,Vocal
diputados,"Asuntos Cooperativos, Mutuales y ONGs","Rossi, Agustín Oscar",UNIÓN POR LA PATRIA,Vocal
diputados,"Asuntos Cooperativos, Mutuales y ONGs","Sánchez Wrba, Javier",PRO,Vocal
diputados,"Asuntos Cooperativos, Mutuales y ONGs","Todero, Pablo",UNIÓN POR LA PATRIA,Vocal
diputados,"Asuntos Cooperativos, Mutuales y ONGs","Zaracho, Natalia",UNIÓN POR LA PATRIA,Vocal
diputados,Mercosur,"Valdés, Eduardo Félix",UNIÓN POR LA PATRIA,Presidente
diputados,Mercosur,"Arabia, Damián",LA LIBERTAD AVANZA,Presidente
diputados,Mercosur,"Ruíz, Yamila",INNOVACIÓN FEDERAL,Presidente
diputados,Mercosur,"Bianchetti, Emmanuel",PRO,Secretario/a
diputados,Mercosur,"Agüero, Guillermo César",UCR - UNIÓN CÍVICA RADICAL,Vocal
diputados,Mercosur,"Andrade, Javier",UNIÓN POR LA PATRIA,Vocal
diputados,Mercosur,"Araujo Hernández, Jorge Neri",UNIÓN POR LA PATRIA,Vocal
diputados,Mercosur,"Ardohain, Martín",PRO,Vocal
diputados,Mercosur,"Basterra, Luis Eugenio",UNIÓN POR LA PATRIA,Vocal
diputados,Mercosur,"Brizuela, Adrián",LA LIBERTAD AVANZA,Vocal
diputados,Mercosur,"Cafiero, Santiago",UNIÓN POR LA PATRIA,Vocal
diputados,Mercosur,"Díaz, Fernanda",UNIÓN POR LA PATRIA,Vocal
diputados,Mercosur,"Fargosi, Alejandro",LA LIBERTAD AVANZA,Vocal
diputados,Mercosur,"Farías, Pablo",PROVINCIAS UNIDAS,Vocal
diputados,Mercosur,"Ferrán, Abelardo",UNIÓN POR LA PATRIA,Vocal
diputados,Mercosur,"Gonzales, Alfredo",LA LIBERTAD AVANZA,Vocal
diputados,Mercosur,"Gruber, Maura",LA LIBERTAD AVANZA,Vocal
diputados,Mercosur,"Huesen, Gerardo",LA LIBERTAD AVANZA,Vocal
diputados,Mercosur,"Lanesan Sancho, Moira",UNIÓN POR LA PATRIA,Vocal
diputados,Mercosur,"Laumann, Andrés Ariel",LA LIBERTAD AVANZA,Vocal
diputados,Mercosur,"Lemoine, Lilia",LA LIBERTAD AVANZA,Vocal
diputados,Mercosur,"Martínez, Álvaro",LA LIBERTAD AVANZA,Vocal
diputados,Mercosur,"Niveyro, Miriam",LA LIBERTAD AVANZA,Vocal
diputados,Mercosur,"Nuñez, José",PROVINCIAS UNIDAS,Vocal
diputados,Mercosur,"Olmos, Kelly",UNIÓN POR LA PATRIA,Vocal
diputados,Mercosur,"Pelli, Federico Agustín",LA LIBERTAD AVANZA,Vocal
diputados,Mercosur,"Pokoik, Lorena",UNIÓN POR LA PATRIA,Vocal
diputados,Mercosur,"Riesco, Gastón",LA LIBERTAD AVANZA,Vocal
diputados,Mercosur,"Schiaretti, Juan",PROVINCIAS UNIDAS,Vocal
diputados,Mercosur,"Tomassoni, Yamile",LA LIBERTAD AVANZA,Vocal
diputados,Mercosur,"Zulli, Christian Alejandro",UNIÓN POR LA PATRIA,Vocal
diputados,Pequeñas y Medianas Empresas,"Farías, Pablo",PROVINCIAS UNIDAS,Presidente
diputados,Pequeñas y Medianas Empresas,"Razzini, Verónica",LA LIBERTAD AVANZA,Presidente
diputados,Pequeñas y Medianas Empresas,"Monzón, Roxana",UNIÓN POR LA PATRIA,Presidente
diputados,Pequeñas y Medianas Empresas,"Salzmann, Marina Dorotea",UNIÓN POR LA PATRIA,Secretario/a
diputados,Pequeñas y Medianas Empresas,"Ansaloni, Pablo",LA LIBERTAD AVANZA,Vocal
diputados,Pequeñas y Medianas Empresas,"Avico, Belén",LA LIBERTAD AVANZA,Vocal
diputados,Pequeñas y Medianas Empresas,"Basualdo, Carolina",PROVINCIAS UNIDAS,Vocal
diputados,Pequeñas y Medianas Empresas,"Borgatta, Alejandrina",UNIÓN POR LA PATRIA,Vocal
diputados,Pequeñas y Medianas Empresas,"Cafiero, Santiago",UNIÓN POR LA PATRIA,Vocal
diputados,Pequeñas y Medianas Empresas,"Carignano, Florencia",UNIÓN POR LA PATRIA,Vocal
diputados,Pequeñas y Medianas Empresas,"Falcone, Eduardo",MID - MOVIMIENTO DE INTEGRACIÓN Y DESARROLLO,Vocal
diputados,Pequeñas y Medianas Empresas,"Fregonese, Alicia",PRO,Vocal
diputados,Pequeñas y Medianas Empresas,"García, Carlos",LA LIBERTAD AVANZA,Vocal
diputados,Pequeñas y Medianas Empresas,"González, Diógenes Ignacio",UCR - UNIÓN CÍVICA RADICAL,Vocal
diputados,Pequeñas y Medianas Empresas,"González, Gerardo Gustavo",INNOVACIÓN FEDERAL,Vocal
diputados,Pequeñas y Medianas Empresas,"Guzmán, Jairo",LA LIBERTAD AVANZA,Vocal
diputados,Pequeñas y Medianas Empresas,"Hadad, Raúl",UNIÓN POR LA PATRIA,Vocal
diputados,Pequeñas y Medianas Empresas,"Ibañez, María Cecilia",LA LIBERTAD AVANZA,Vocal
diputados,Pequeñas y Medianas Empresas,"Juliano, Pablo",PROVINCIAS UNIDAS,Vocal
diputados,Pequeñas y Medianas Empresas,"Lanesan Sancho, Moira",UNIÓN POR LA PATRIA,Vocal
diputados,Pequeñas y Medianas Empresas,"Lluch, Enrique",LA LIBERTAD AVANZA,Vocal
diputados,Pequeñas y Medianas Empresas,"Macyszyn, Lorena",LA LIBERTAD AVANZA,Vocal
diputados,Pequeñas y Medianas Empresas,"Moreno Ovalle, Julio",LA LIBERTAD AVANZA,Vocal
diputados,Pequeñas y Medianas Empresas,"Moyano, Hugo Antonio",UNIÓN POR LA PATRIA,Vocal
diputados,Pequeñas y Medianas Empresas,"Patiño Brizuela, Marcos",LA LIBERTAD AVANZA,Vocal
diputados,Pequeñas y Medianas Empresas,"Pellegrini, Agustín",LA LIBERTAD AVANZA,Vocal
diputados,Pequeñas y Medianas Empresas,"Rauschenberger, Ariel",UNIÓN POR LA PATRIA,Vocal
diputados,Pequeñas y Medianas Empresas,"Roberto, Santiago Luis",UNIÓN POR LA PATRIA,Vocal
diputados,Pequeñas y Medianas Empresas,"Tita, Paulo Agustín",UNIÓN POR LA PATRIA,Vocal
diputados,Pequeñas y Medianas Empresas,"Treffinger, César",LA LIBERTAD AVANZA,Vocal
diputados,Pequeñas y Medianas Empresas,"Visconti, Gino",LA LIBERTAD AVANZA,Vocal
diputados,"Defensa del Consumidor, del Usuario y de la Competencia","Yasky, Hugo",UNIÓN POR LA PATRIA,Presidente
diputados,"Defensa del Consumidor, del Usuario y de la Competencia","Coletta, Mariela",PROVINCIAS UNIDAS,Presidente
diputados,"Defensa del Consumidor, del Usuario y de la Competencia","Ardohain, Martín",PRO,Vocal
diputados,"Defensa del Consumidor, del Usuario y de la Competencia","Avico, Belén",LA LIBERTAD AVANZA,Vocal
diputados,"Defensa del Consumidor, del Usuario y de la Competencia","Barbur, Marcelo",UNIÓN POR LA PATRIA,Vocal
diputados,"Defensa del Consumidor, del Usuario y de la Competencia","Campo, Julieta Marisol",UNIÓN POR LA PATRIA,Vocal
diputados,"Defensa del Consumidor, del Usuario y de la Competencia","Casas, Sergio Guillermo",UNIÓN POR LA PATRIA,Vocal
diputados,"Defensa del Consumidor, del Usuario y de la Competencia","Cisneros, Carlos",UNIÓN POR LA PATRIA,Vocal
diputados,"Defensa del Consumidor, del Usuario y de la Competencia","de la Rosa, María Graciela",UNIÓN POR LA PATRIA,Vocal
diputados,"Defensa del Consumidor, del Usuario y de la Competencia","Farías, Pablo",PROVINCIAS UNIDAS,Vocal
diputados,"Defensa del Consumidor, del Usuario y de la Competencia","Ferreyra, Alida",LA LIBERTAD AVANZA,Vocal
diputados,"Defensa del Consumidor, del Usuario y de la Competencia","Finocchiaro, Alejandro",PRO,Vocal
diputados,"Defensa del Consumidor, del Usuario y de la Competencia","Frade, Mónica",COALICION CIVICA,Vocal
diputados,"Defensa del Consumidor, del Usuario y de la Competencia","Freites, Andrea",UNIÓN POR LA PATRIA,Vocal
diputados,"Defensa del Consumidor, del Usuario y de la Competencia","Frias, Maira",LA LIBERTAD AVANZA,Vocal
diputados,"Defensa del Consumidor, del Usuario y de la Competencia","García, María Teresa",UNIÓN POR LA PATRIA,Vocal
diputados,"Defensa del Consumidor, del Usuario y de la Competencia","Goitia, Rosario",LA LIBERTAD AVANZA,Vocal
diputados,"Defensa del Consumidor, del Usuario y de la Competencia","Laumann, Andrés Ariel",LA LIBERTAD AVANZA,Vocal
diputados,"Defensa del Consumidor, del Usuario y de la Competencia","Longo, Johanna Sabrina",LA LIBERTAD AVANZA,Vocal
diputados,"Defensa del Consumidor, del Usuario y de la Competencia","Metral Asensio, Julieta",LA LIBERTAD AVANZA,Vocal
diputados,"Defensa del Consumidor, del Usuario y de la Competencia","Mondaca, Soledad",LA LIBERTAD AVANZA,Vocal
diputados,"Defensa del Consumidor, del Usuario y de la Competencia","Montenegro, Juan Pablo",LA LIBERTAD AVANZA,Vocal
diputados,"Defensa del Consumidor, del Usuario y de la Competencia","Nieri, Lisandro",UCR - UNIÓN CÍVICA RADICAL,Vocal
diputados,"Defensa del Consumidor, del Usuario y de la Competencia","Patiño Brizuela, Marcos",LA LIBERTAD AVANZA,Vocal
diputados,"Defensa del Consumidor, del Usuario y de la Competencia","Pelli, Federico Agustín",LA LIBERTAD AVANZA,Vocal
diputados,"Defensa del Consumidor, del Usuario y de la Competencia","Ravier, Adrián",LA LIBERTAD AVANZA,Vocal
diputados,"Defensa del Consumidor, del Usuario y de la Competencia","Strada, Julia",UNIÓN POR LA PATRIA,Vocal
diputados,"Defensa del Consumidor, del Usuario y de la Competencia","Todero, Pablo",UNIÓN POR LA PATRIA,Vocal
diputados,"Defensa del Consumidor, del Usuario y de la Competencia","Tolosa Paz, Victoria",UNIÓN POR LA PATRIA,Vocal
diputados,"Defensa del Consumidor, del Usuario y de la Competencia","Treffinger, César",LA LIBERTAD AVANZA,Vocal
diputados,"Defensa del Consumidor, del Usuario y de la Competencia","Vega, Yolanda",INNOVACIÓN FEDERAL,Vocal
diputados,Seguridad Interior,"De Sensi, María Florencia",PRO,Presidente
diputados,Seguridad Interior,"Glinski, José",UNIÓN POR LA PATRIA,Presidente
diputados,Seguridad Interior,"Alí, Ernesto Pipi",UNIÓN POR LA PATRIA,Vocal
diputados,Seguridad Interior,"Álvarez, Claudio",INNOVACIÓN FEDERAL,Vocal
diputados,Seguridad Interior,"Arabia, Damián",LA LIBERTAD AVANZA,Vocal
diputados,Seguridad Interior,"Barbur, Marcelo",UNIÓN POR LA PATRIA,Vocal
diputados,Seguridad Interior,"Bongiovanni, Alejandro",LA LIBERTAD AVANZA,Vocal
diputados,Seguridad Interior,"Campero, Mariano",LA LIBERTAD AVANZA,Vocal
diputados,Seguridad Interior,"Carignano, Florencia",UNIÓN POR LA PATRIA,Vocal
diputados,Seguridad Interior,"Daives, Ricardo",UNIÓN POR LA PATRIA,Vocal
diputados,Seguridad Interior,"Figliuolo, Sergio",LA LIBERTAD AVANZA,Vocal
diputados,Seguridad Interior,"Finocchiaro, Alejandro",PRO,Vocal
diputados,Seguridad Interior,"Frade, Mónica",COALICION CIVICA,Vocal
diputados,Seguridad Interior,"García Aresca, Ignacio",PROVINCIAS UNIDAS,Vocal
diputados,Seguridad Interior,"Grabois, Juan",UNIÓN POR LA PATRIA,Vocal
diputados,Seguridad Interior,"Gutiérrez, Carlos",PROVINCIAS UNIDAS,Vocal
diputados,Seguridad Interior,"Gutiérrez, Ramiro",UNIÓN POR LA PATRIA,Vocal
diputados,Seguridad Interior,"Martínez, Álvaro",LA LIBERTAD AVANZA,Vocal
diputados,Seguridad Interior,"Molle, Matías",UNIÓN POR LA PATRIA,Vocal
diputados,Seguridad Interior,"Montenegro, Juan Pablo",LA LIBERTAD AVANZA,Vocal
diputados,Seguridad Interior,"Nieri, Lisandro",UCR - UNIÓN CÍVICA RADICAL,Vocal
diputados,Seguridad Interior,"Pelli, Federico Agustín",LA LIBERTAD AVANZA,Vocal
diputados,Seguridad Interior,"Petri, Luis",LA LIBERTAD AVANZA,Vocal
diputados,Seguridad Interior,"Petrovich, María Lorena",LA LIBERTAD AVANZA,Vocal
diputados,Seguridad Interior,"Pietragalla Corti, Horacio",UNIÓN POR LA PATRIA,Vocal
diputados,Seguridad Interior,"Propato, Agustina Lucrecia",UNIÓN POR LA PATRIA,Vocal
diputados,Seguridad Interior,"Rodríguez, Miguel",LA LIBERTAD AVANZA,Vocal
diputados,Seguridad Interior,"Santillán Juárez Brahim, Juliana",LA LIBERTAD AVANZA,Vocal
diputados,Seguridad Interior,"Tailhade, Rodolfo",UNIÓN POR LA PATRIA,Vocal
diputados,Seguridad Interior,"Vásquez, Patricia",LA LIBERTAD AVANZA,Vocal
diputados,Seguridad Interior,"Zapata, Carlos Raúl",LA LIBERTAD AVANZA,Vocal
diputados,Libertad de Expresión,"Montenegro, Guillermo",LA LIBERTAD AVANZA,Presidente
diputados,Libertad de Expresión,"Trotta, Nicolás Alfredo",UNIÓN POR LA PATRIA,Presidente
diputados,Libertad de Expresión,"Arrieta, Lourdes Micaela",PROVINCIAS UNIDAS,Presidente
diputados,Libertad de Expresión,"Agüero, Guillermo César",UCR - UNIÓN CÍVICA RADICAL,Vocal
diputados,Libertad de Expresión,"Almirón, Lisandro",LA LIBERTAD AVANZA,Vocal
diputados,Libertad de Expresión,"Campo, Julieta Marisol",UNIÓN POR LA PATRIA,Vocal
diputados,Libertad de Expresión,"Del Plá, Romina",PARTIDO OBRERO EN EL FTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,Vocal
diputados,Libertad de Expresión,"Fargosi, Alejandro",LA LIBERTAD AVANZA,Vocal
diputados,Libertad de Expresión,"Figliuolo, Sergio",LA LIBERTAD AVANZA,Vocal
diputados,Libertad de Expresión,"Finocchiaro, Alejandro",PRO,Vocal
diputados,Libertad de Expresión,"Frade, Mónica",COALICION CIVICA,Vocal
diputados,Libertad de Expresión,"Fregonese, Alicia",PRO,Vocal
diputados,Libertad de Expresión,"Giudici, Silvana",LA LIBERTAD AVANZA,Vocal
diputados,Libertad de Expresión,"Giuliano, Diego A.",UNIÓN POR LA PATRIA,Vocal
diputados,Libertad de Expresión,"González, Gerardo Gustavo",INNOVACIÓN FEDERAL,Vocal
diputados,Libertad de Expresión,"Hadad, Raúl",UNIÓN POR LA PATRIA,Vocal
diputados,Libertad de Expresión,"Lemoine, Lilia",LA LIBERTAD AVANZA,Vocal
diputados,Libertad de Expresión,"Llano, Mercedes",LA LIBERTAD AVANZA,Vocal
diputados,Libertad de Expresión,"Marino, Juan",UNIÓN POR LA PATRIA,Vocal
diputados,Libertad de Expresión,"Martínez, Germán Pedro",UNIÓN POR LA PATRIA,Vocal
diputados,Libertad de Expresión,"Maureira, Karina",LA NEUQUINIDAD,Vocal
diputados,Libertad de Expresión,"Ojeda, Joaquín",LA LIBERTAD AVANZA,Vocal
diputados,Libertad de Expresión,"Pareja, Sebastián",LA LIBERTAD AVANZA,Vocal
diputados,Libertad de Expresión,"Paulón, Esteban",PROVINCIAS UNIDAS,Vocal
diputados,Libertad de Expresión,"Pietragalla Corti, Horacio",UNIÓN POR LA PATRIA,Vocal
diputados,Libertad de Expresión,"Pokoik, Lorena",UNIÓN POR LA PATRIA,Vocal
diputados,Libertad de Expresión,"Roberto, Santiago Luis",UNIÓN POR LA PATRIA,Vocal
diputados,Libertad de Expresión,"Selva, Sabrina",UNIÓN POR LA PATRIA,Vocal
diputados,Libertad de Expresión,"Soldano, Laura",LA LIBERTAD AVANZA,Vocal
diputados,Libertad de Expresión,"Tomassoni, Yamile",LA LIBERTAD AVANZA,Vocal
diputados,Libertad de Expresión,"Yasky, Hugo",UNIÓN POR LA PATRIA,Vocal
diputados,Discapacidad,"Huesen, Gerardo",LA LIBERTAD AVANZA,Presidente
diputados,Discapacidad,"Marino, Juan",UNIÓN POR LA PATRIA,Presidente
diputados,Discapacidad,"Zigarán, María Inés",PROVINCIAS UNIDAS,Secretario/a
diputados,Discapacidad,"Aguirre, Hilda",UNIÓN POR LA PATRIA,Vocal
diputados,Discapacidad,"Andino, Cristian",UNIÓN POR LA PATRIA,Vocal
diputados,Discapacidad,"Andreussi, Barbara",LA LIBERTAD AVANZA,Vocal
diputados,Discapacidad,"Becerra, Mónica",LA LIBERTAD AVANZA,Vocal
diputados,Discapacidad,"Biella, Bernardo",INNOVACIÓN FEDERAL,Vocal
diputados,Discapacidad,"Campitelli, Celia",UNIÓN POR LA PATRIA,Vocal
diputados,Discapacidad,"Chica, Jorge",UNIÓN POR LA PATRIA,Vocal
diputados,Discapacidad,"del Caño, Nicolás",PTS-FRENTE DE IZQUIERDA Y DE TRABAJADORES UNIDAD,Vocal
diputados,Discapacidad,"Fargosi, Alejandro",LA LIBERTAD AVANZA,Vocal
diputados,Discapacidad,"Farías, Pablo",PROVINCIAS UNIDAS,Vocal
diputados,Discapacidad,"Flores, Maria Gabriela",LA LIBERTAD AVANZA,Vocal
diputados,Discapacidad,"Fregonese, Alicia",PRO,Vocal
diputados,Discapacidad,"Gallardo, María Virginia",LA LIBERTAD AVANZA,Vocal
diputados,Discapacidad,"Giampieri, Antonela",PRO,Vocal
diputados,Discapacidad,"Holzman, Patricia",LA LIBERTAD AVANZA,Vocal
diputados,Discapacidad,"Humenuk, Gladys",LA LIBERTAD AVANZA,Vocal
diputados,Discapacidad,"Longo, Johanna Sabrina",LA LIBERTAD AVANZA,Vocal
diputados,Discapacidad,"Marclay, Marianela",UNIÓN POR LA PATRIA,Vocal
diputados,Discapacidad,"Maureira, Karina",LA NEUQUINIDAD,Vocal
diputados,Discapacidad,"Mondaca, Soledad",LA LIBERTAD AVANZA,Vocal
diputados,Discapacidad,"Neder, Estela Mary",UNIÓN POR LA PATRIA,Vocal
diputados,Discapacidad,"Niveyro, Miriam",LA LIBERTAD AVANZA,Vocal
diputados,Discapacidad,"Reichardt, Karen",LA LIBERTAD AVANZA,Vocal
diputados,Discapacidad,"Sand, Nancy",UNIÓN POR LA PATRIA,Vocal
diputados,Discapacidad,"Scaglia, Gisela",PROVINCIAS UNIDAS,Vocal
diputados,Discapacidad,"Tolosa Paz, Victoria",UNIÓN POR LA PATRIA,Vocal
diputados,Discapacidad,"Valdés, Eduardo Félix",UNIÓN POR LA PATRIA,Vocal
diputados,Discapacidad,"Yedlin, Pablo Raúl",UNIÓN POR LA PATRIA,Vocal
