camara,comision,nombre,bloque,cargo
diputados,Relaciones Exteriores y Culto,"Carignano, Florencia",UNIÓN POR LA PATRIA,Vocal
diputados,Relaciones Exteriores y Culto,"De Sensi, María Florencia",PRO,Vocal
diputados,Relaciones Exteriores y Culto,"Fernández Molero, Daiana",PRO,Vocal
diputados,Relaciones Exteriores y Culto,"Giudici, Silvana",LA LIBERTAD AVANZA,Vocal
diputados,Relaciones Exteriores y Culto,"González Estevarena, María Luisa",LA LIBERTAD AVANZA,Vocal
diputados,Relaciones Exteriores y Culto,"Grabois, Juan",UNIÓN POR LA PATRIA,Vocal
diputados,Relaciones Exteriores y Culto,"Guzmán, Jairo",LA LIBERTAD AVANZA,Vocal
diputados,Relaciones Exteriores y Culto,"Holzman, Patricia",LA LIBERTAD AVANZA,Vocal
diputados,Relaciones Exteriores y Culto,"Ibañez, María Cecilia",LA LIBERTAD AVANZA,Vocal
diputados,Relaciones Exteriores y Culto,"Juliano, Pablo",PROVINCIAS UNIDAS,Vocal
diputados,Relaciones Exteriores y Culto,"Laumann, Andrés Ariel",LA LIBERTAD AVANZA,Vocal
diputados,Relaciones Exteriores y Culto,"Leiva, Aldo",UNIÓN POR LA PATRIA,Vocal
diputados,Relaciones Exteriores y Culto,"Lemoine, Lilia",LA LIBERTAD AVANZA,Vocal
diputados,Relaciones Exteriores y Culto,"López Pasquali, Cecilia",UNIÓN POR LA PATRIA,Vocal
diputados,Relaciones Exteriores y Culto,"Marín, Varinia Lis",UNIÓN POR LA PATRIA,Vocal
diputados,Relaciones Exteriores y Culto,"Mayoraz, Nicolás",LA LIBERTAD AVANZA,Vocal
diputados,Relaciones Exteriores y Culto,"Molina, Juan Carlos",UNIÓN POR LA PATRIA,Vocal
diputados,Relaciones Exteriores y Culto,"Molle, Matías",UNIÓN POR LA PATRIA,Vocal
diputados,Relaciones Exteriores y Culto,"Monzón, Roxana",UNIÓN POR LA PATRIA,Vocal
diputados,Relaciones Exteriores y Culto,"Pauli, Santiago",LA LIBERTAD AVANZA,Vocal
diputados,Relaciones Exteriores y Culto,"Petri, Luis",LA LIBERTAD AVANZA,Vocal
diputados,Relaciones Exteriores y Culto,"Pokoik, Lorena",UNIÓN POR LA PATRIA,Vocal
diputados,Relaciones Exteriores y Culto,"Ponce, María Celeste",LA LIBERTAD AVANZA,Vocal
diputados,Relaciones Exteriores y Culto,"Propato, Agustina Lucrecia",UNIÓN POR LA PATRIA,Vocal
diputados,Relaciones Exteriores y Culto,"Riesco, Gastón",LA LIBERTAD AVANZA,Vocal
diputados,Relaciones Exteriores y Culto,"Santurio, Santiago",LA LIBERTAD AVANZA,Vocal
diputados,Relaciones Exteriores y Culto,"Schneider, Darío",UCR - UNIÓN CÍVICA RADICAL,Vocal
diputados,Relaciones Exteriores y Culto,"Snopek, Guillermo",UNIÓN POR LA PATRIA,Vocal
diputados,Relaciones Exteriores y Culto,"Taiana, Jorge",UNIÓN POR LA PATRIA,Vocal
diputados,Relaciones Exteriores y Culto,"Torres, Alejandra",PROVINCIAS UNIDAS,Vocal
diputados,Relaciones Exteriores y Culto,"Trotta, Nicolás Alfredo",UNIÓN POR LA PATRIA,Vocal
diputados,Relaciones Exteriores y Culto,"Valdés, Eduardo Félix",UNIÓN POR LA PATRIA,Vocal
diputados,Relaciones Exteriores y Culto,"Vera, Andrea Fernanda",LA LIBERTAD AVANZA,Vocal
diputados,Presupuesto y Hacienda,"Benegas Lynch, Bertie",LA LIBERTAD AVANZA,Presidente
diputados,Presupuesto y Hacienda,"Fernández Molero, Daiana",PRO,Presidente
diputados,Presupuesto y Hacienda,"Moreno Ovalle, Julio",LA LIBERTAD AVANZA,Secretario/a
diputados,Presupuesto y Hacienda,"Almirón, Lisandro",LA LIBERTAD AVANZA,Vocal
diputados,Presupuesto y Hacienda,"Andino, Cristian",UNIÓN POR LA PATRIA,Vocal
diputados,Presupuesto y Hacienda,"Becerra, Mónica",LA LIBERTAD AVANZA,Vocal
diputados,Presupuesto y Hacienda,"Bordet, Gustavo",UNIÓN POR LA PATRIA,Vocal
diputados,Presupuesto y Hacienda,"Casas, Sergio Guillermo",UNIÓN POR LA PATRIA,Vocal
diputados,Presupuesto y Hacienda,"Castagneto, Carlos Daniel",UNIÓN POR LA PATRIA,Vocal
diputados,Presupuesto y Hacienda,"Correa Llano, Facundo",LA LIBERTAD AVANZA,Vocal
diputados,Presupuesto y Hacienda,"de Andreis, Fernando",PRO,Vocal
diputados,Presupuesto y Hacienda,"de la Rosa, María Graciela",UNIÓN POR LA PATRIA,Vocal
diputados,Presupuesto y Hacienda,"Falcone, Eduardo",MID - MOVIMIENTO DE INTEGRACIÓN Y DESARROLLO,Vocal
diputados,Presupuesto y Hacienda,"Fernández, Elia Marina",INDEPENDENCIA,Vocal
diputados,Presupuesto y Hacienda,"Freites, Andrea",UNIÓN POR LA PATRIA,Vocal
diputados,Presupuesto y Hacienda,"García Aresca, Ignacio",PROVINCIAS UNIDAS,Vocal
diputados,Presupuesto y Hacienda,"Giudici, Silvana",LA LIBERTAD AVANZA,Vocal
diputados,Presupuesto y Hacienda,"Gonzales, Alfredo",LA LIBERTAD AVANZA,Vocal
diputados,Presupuesto y Hacienda,"Hagman, Itai",UNIÓN POR LA PATRIA,Vocal
diputados,Presupuesto y Hacienda,"Hartfield, Diego",LA LIBERTAD AVANZA,Vocal
diputados,Presupuesto y Hacienda,"Herrera Ahuad, Oscar A.",INNOVACIÓN FEDERAL,Vocal
diputados,Presupuesto y Hacienda,"Huesen, Gerardo",LA LIBERTAD AVANZA,Vocal
diputados,Presupuesto y Hacienda,"Ianni, Ana María",UNIÓN POR LA PATRIA,Vocal
diputados,Presupuesto y Hacienda,"Lemoine, Lilia",LA LIBERTAD AVANZA,Vocal
diputados,Presupuesto y Hacienda,"Macyszyn, Lorena",LA LIBERTAD AVANZA,Vocal
diputados,Presupuesto y Hacienda,"Martínez, Álvaro",LA LIBERTAD AVANZA,Vocal
diputados,Presupuesto y Hacienda,"Massot, Nicolás",ENCUENTRO FEDERAL,Vocal
diputados,Presupuesto y Hacienda,"Metral Asensio, Julieta",LA LIBERTAD AVANZA,Vocal
diputados,Presupuesto y Hacienda,"Michel, Guillermo",UNIÓN POR LA PATRIA,Vocal
diputados,Presupuesto y Hacienda,"Morchio, Francisco",LA LIBERTAD AVANZA,Vocal
diputados,Presupuesto y Hacienda,"Mukdise, Jorge",UNIÓN POR LA PATRIA,Vocal
diputados,Presupuesto y Hacienda,"Nieri, Lisandro",UCR - UNIÓN CÍVICA RADICAL,Vocal
diputados,Presupuesto y Hacienda,"Nóblega, Sebastián",ELIJO CATAMARCA,Vocal
diputados,Presupuesto y Hacienda,"Palladino, Claudia María",UNIÓN POR LA PATRIA,Vocal
diputados,Presupuesto y Hacienda,"Patiño Brizuela, Marcos",LA LIBERTAD AVANZA,Vocal
diputados,Presupuesto y Hacienda,"Picón Martínez, Nancy Viviana",PRODUCCION Y TRABAJO,Vocal
diputados,Presupuesto y Hacienda,"Potenza, Luciana",UNIÓN POR LA PATRIA,Vocal
diputados,Presupuesto y Hacienda,"Rauschenberger, Ariel",UNIÓN POR LA PATRIA,Vocal
diputados,Presupuesto y Hacienda,"Ravier, Adrián",LA LIBERTAD AVANZA,Vocal
diputados,Presupuesto y Hacienda,"Rizzotti, Jorge",PROVINCIAS UNIDAS,Vocal
diputados,Presupuesto y Hacienda,"Rodríguez Machado, Laura Elena",LA LIBERTAD AVANZA,Vocal
diputados,Presupuesto y Hacienda,"Rossi, Agustín Oscar",UNIÓN POR LA PATRIA,Vocal
diputados,Presupuesto y Hacienda,"Selva, Sabrina",UNIÓN POR LA PATRIA,Vocal
diputados,Presupuesto y Hacienda,"Strada, Julia",UNIÓN POR LA PATRIA,Vocal
diputados,Presupuesto y Hacienda,"Tolosa Paz, Victoria",UNIÓN POR LA PATRIA,Vocal
diputados,Presupuesto y Hacienda,"Treffinger, César",LA LIBERTAD AVANZA,Vocal
diputados,Presupuesto y Hacienda,"Visconti, Gino",LA LIBERTAD AVANZA,Vocal
diputados,Presupuesto y Hacienda,"Yedlin, Pablo Raúl",UNIÓN POR LA PATRIA,Vocal
diputados,Presupuesto y Hacienda,"Zapata, Carlos Raúl",LA LIBERTAD AVANZA,Vocal
diputados,Educación,"Fregonese, Alicia",PRO,Presidente
diputados,Educación,"Brizuela, Adrián",LA LIBERTAD AVANZA,Presidente
diputados,Educación,"Osuna, Blanca Inés",UNIÓN POR LA PATRIA,Presidente
diputados,Educación,"González, Diógenes Ignacio",UCR - UNIÓN CÍVICA RADICAL,Secretario/a
diputados,Educación,"Coletta, Mariela",PROVINCIAS UNIDAS,Secretario/a
diputados,Educación,"Aguirre, Hilda",UNIÓN POR LA PATRIA,Vocal
diputados,Educación,"Ajmechet, Sabrina",LA LIBERTAD AVANZA,Vocal
diputados,Educación,"Avico, Belén",LA LIBERTAD AVANZA,Vocal
diputados,Educación,"Basterra, Luis Eugenio",UNIÓN POR LA PATRIA,Vocal
diputados,Educación,"Díaz, Fernanda",UNIÓN POR LA PATRIA,Vocal
diputados,Educación,"Dolce, Sergio",UNIÓN POR LA PATRIA,Vocal
diputados,Educación,"Ferraro, Maximiliano",COALICION CIVICA,Vocal
diputados,Educación,"Ferreyra, Alida",LA LIBERTAD AVANZA,Vocal
diputados,Educación,"Finocchiaro, Alejandro",PRO,Vocal
diputados,Educación,"Holzman, Patricia",LA LIBERTAD AVANZA,Vocal
diputados,Educación,"Humenuk, Gladys",LA LIBERTAD AVANZA,Vocal
diputados,Educación,"Llano, Mercedes",LA LIBERTAD AVANZA,Vocal
diputados,Educación,"Mango, Marcelo",UNIÓN POR LA PATRIA,Vocal
diputados,Educación,"Medina, Gladys",INDEPENDENCIA,Vocal
diputados,Educación,"Molina, Juan Carlos",UNIÓN POR LA PATRIA,Vocal
diputados,Educación,"Monzón, Roxana",UNIÓN POR LA PATRIA,Vocal
diputados,Educación,"Niveyro, Miriam",LA LIBERTAD AVANZA,Vocal
diputados,Educación,"Ojeda, Joaquín",LA LIBERTAD AVANZA,Vocal
diputados,Educación,"Pauli, Santiago",LA LIBERTAD AVANZA,Vocal
diputados,Educación,"Paulón, Esteban",PROVINCIAS UNIDAS,Vocal
diputados,Educación,"Petrovich, María Lorena",LA LIBERTAD AVANZA,Vocal
diputados,Educación,"Ravier, Adrián",LA LIBERTAD AVANZA,Vocal
diputados,Educación,"Ruíz, Yamila",INNOVACIÓN FEDERAL,Vocal
diputados,Educación,"Salzmann, Marina Dorotea",UNIÓN POR LA PATRIA,Vocal
diputados,Educación,"Sand, Nancy",UNIÓN POR LA PATRIA,Vocal
diputados,Educación,"Santurio, Santiago",LA LIBERTAD AVANZA,Vocal
diputados,Educación,"Tomassoni, Yamile",LA LIBERTAD AVANZA,Vocal
diputados,Educación,"Trotta, Nicolás Alfredo",UNIÓN POR LA PATRIA,Vocal
diputados,Educación,"Volnovich, Luana",UNIÓN POR LA PATRIA,Vocal
diputados,Educación,"Yasky, Hugo",UNIÓN POR LA PATRIA,Vocal
diputados,"Ciencia, Tecnología e Innovación Productiva","Yeza, Martín",PRO,Presidente
diputados,"Ciencia, Tecnología e Innovación Productiva","Llano, Mercedes",LA LIBERTAD AVANZA,Presidente
diputados,"Ciencia, Tecnología e Innovación Productiva","Villaverde, Lorena",LA LIBERTAD AVANZA,Secretario/a
diputados,"Ciencia, Tecnología e Innovación Productiva","Metral Asensio, Julieta",LA LIBERTAD AVANZA,Secretario/a
diputados,"Ciencia, Tecnología e Innovación Productiva","Agüero, Guillermo César",UCR - UNIÓN CÍVICA RADICAL,Vocal
diputados,"Ciencia, Tecnología e Innovación Productiva","Ajmechet, Sabrina",LA LIBERTAD AVANZA,Vocal
diputados,"Ciencia, Tecnología e Innovación Productiva","Almena, Carlos Alberto",LA LIBERTAD AVANZA,Vocal
diputados,"Ciencia, Tecnología e Innovación Productiva","Arabia, Damián",LA LIBERTAD AVANZA,Vocal
diputados,"Ciencia, Tecnología e Innovación Productiva","Avico, Belén",LA LIBERTAD AVANZA,Vocal
diputados,"Ciencia, Tecnología e Innovación Productiva","Capozzi, Sergio Eduardo",PROVINCIAS UNIDAS,Vocal
diputados,"Ciencia, Tecnología e Innovación Productiva","Coletta, Mariela",PROVINCIAS UNIDAS,Vocal
diputados,"Ciencia, Tecnología e Innovación Productiva","Fernández Molero, Daiana",PRO,Vocal
diputados,"Ciencia, Tecnología e Innovación Productiva","Figliuolo, Sergio",LA LIBERTAD AVANZA,Vocal
diputados,"Ciencia, Tecnología e Innovación Productiva","Freites, Andrea",UNIÓN POR LA PATRIA,Vocal
diputados,"Ciencia, Tecnología e Innovación Productiva","García, Álvaro",LA LIBERTAD AVANZA,Vocal
diputados,"Ciencia, Tecnología e Innovación Productiva","Giudici, Silvana",LA LIBERTAD AVANZA,Vocal
diputados,"Ciencia, Tecnología e Innovación Productiva","González, Gerardo Gustavo",INNOVACIÓN FEDERAL,Vocal
diputados,"Ciencia, Tecnología e Innovación Productiva","Ianni, Ana María",UNIÓN POR LA PATRIA,Vocal
diputados,"Ciencia, Tecnología e Innovación Productiva","Lemoine, Lilia",LA LIBERTAD AVANZA,Vocal
diputados,"Ciencia, Tecnología e Innovación Productiva","Manrique, Mario",UNIÓN POR LA PATRIA,Vocal
diputados,"Ciencia, Tecnología e Innovación Productiva","Olmos, Kelly",UNIÓN POR LA PATRIA,Vocal
diputados,"Ciencia, Tecnología e Innovación Productiva","Potenza, Luciana",UNIÓN POR LA PATRIA,Vocal
diputados,"Ciencia, Tecnología e Innovación Productiva","Santurio, Santiago",LA LIBERTAD AVANZA,Vocal
diputados,"Ciencia, Tecnología e Innovación Productiva","Selva, Sabrina",UNIÓN POR LA PATRIA,Vocal
diputados,"Ciencia, Tecnología e Innovación Productiva","Serquis, Adriana Cristina",UNIÓN POR LA PATRIA,Vocal
diputados,"Ciencia, Tecnología e Innovación Productiva","Strada, Julia",UNIÓN POR LA PATRIA,Vocal
diputados,"Ciencia, Tecnología e Innovación Productiva","Taiana, Jorge",UNIÓN POR LA PATRIA,Vocal
diputados,"Ciencia, Tecnología e Innovación Productiva","Torres, Alejandra",PROVINCIAS UNIDAS,Vocal
diputados,"Ciencia, Tecnología e Innovación Productiva","Treffinger, César",LA LIBERTAD AVANZA,Vocal
diputados,"Ciencia, Tecnología e Innovación Productiva","Volnovich, Luana",UNIÓN POR LA PATRIA,Vocal
diputados,"Ciencia, Tecnología e Innovación Productiva","Yedlin, Pablo Raúl",UNIÓN POR LA PATRIA,Vocal
diputados,Cultura,"Pokoik, Lorena",UNIÓN POR LA PATRIA,Presidente
diputados,Cultura,"Ibañez, María Cecilia",LA LIBERTAD AVANZA,Presidente
diputados,Cultura,"Aguirre, Hilda",UNIÓN POR LA PATRIA,Presidente
diputados,Cultura,"Andreussi, Barbara",LA LIBERTAD AVANZA,Secretario/a
diputados,Cultura,"Arrieta, Lourdes Micaela",PROVINCIAS UNIDAS,Secretario/a
diputados,Cultura,"Vega, Yolanda",INNOVACIÓN FEDERAL,Secretario/a
diputados,Cultura,"Holzman, Patricia",LA LIBERTAD AVANZA,Secretario/a
diputados,Cultura,"Agüero, Guillermo César",UCR - UNIÓN CÍVICA RADICAL,Vocal
diputados,Cultura,"Borgatta, Alejandrina",UNIÓN POR LA PATRIA,Vocal
diputados,Cultura,"Bregman, Myriam",PTS-FRENTE DE IZQUIERDA Y DE TRABAJADORES UNIDAD,Vocal
diputados,Cultura,"Brizuela, Adrián",LA LIBERTAD AVANZA,Vocal
diputados,Cultura,"Bruno, Eliana",LA LIBERTAD AVANZA,Vocal
diputados,Cultura,"Campo, Julieta Marisol",UNIÓN POR LA PATRIA,Vocal
diputados,Cultura,"De Sensi, María Florencia",PRO,Vocal
diputados,Cultura,"Falcone, Eduardo",MID - MOVIMIENTO DE INTEGRACIÓN Y DESARROLLO,Vocal
diputados,Cultura,"Ferraro, Maximiliano",COALICION CIVICA,Vocal
diputados,Cultura,"Figliuolo, Sergio",LA LIBERTAD AVANZA,Vocal
diputados,Cultura,"Gallardo, María Virginia",LA LIBERTAD AVANZA,Vocal
diputados,Cultura,"García, Álvaro",LA LIBERTAD AVANZA,Vocal
diputados,Cultura,"González Estevarena, María Luisa",LA LIBERTAD AVANZA,Vocal
diputados,Cultura,"López Pasquali, Cecilia",UNIÓN POR LA PATRIA,Vocal
diputados,Cultura,"Miño, Fernanda",UNIÓN POR LA PATRIA,Vocal
diputados,Cultura,"Ojeda, Joaquín",LA LIBERTAD AVANZA,Vocal
diputados,Cultura,"Olmos, Kelly",UNIÓN POR LA PATRIA,Vocal
diputados,Cultura,"Palazzo, Sergio Omar",UNIÓN POR LA PATRIA,Vocal
diputados,Cultura,"Paulón, Esteban",PROVINCIAS UNIDAS,Vocal
diputados,Cultura,"Pedrali, Gabriela",UNIÓN POR LA PATRIA,Vocal
diputados,Cultura,"Rodríguez, Miguel",LA LIBERTAD AVANZA,Vocal
diputados,Cultura,"Torres, Rubén Darío",LA LIBERTAD AVANZA,Vocal
diputados,Cultura,"Valdés, Eduardo Félix",UNIÓN POR LA PATRIA,Vocal
diputados,Cultura,"Yasky, Hugo",UNIÓN POR LA PATRIA,Vocal
diputados,Justicia,"Martínez, Álvaro",LA LIBERTAD AVANZA,Presidente
diputados,Justicia,"Siley, Vanesa Raquel",UNIÓN POR LA PATRIA,Presidente
diputados,Justicia,"Vásquez, Patricia",LA LIBERTAD AVANZA,Presidente
diputados,Justicia,"Tailhade, Rodolfo",UNIÓN POR LA PATRIA,Secretario/a
diputados,Justicia,"Barbur, Marcelo",UNIÓN POR LA PATRIA,Vocal
diputados,Justicia,"Brügge, Juan Fernando",PROVINCIAS UNIDAS,Vocal
diputados,Justicia,"Carrancio, Alejandro",LA LIBERTAD AVANZA,Vocal
diputados,Justicia,"Castelnuovo, Giselle",LA LIBERTAD AVANZA,Vocal
diputados,Justicia,"Emma, Nicolás",LA LIBERTAD AVANZA,Vocal
diputados,Justicia,"Fargosi, Alejandro",LA LIBERTAD AVANZA,Vocal
diputados,Justicia,"Farías, Pablo",PROVINCIAS UNIDAS,Vocal
diputados,Justicia,"Ferreyra, Alida",LA LIBERTAD AVANZA,Vocal
diputados,Justicia,"Galmarini, Sebastián",UNIÓN POR LA PATRIA,Vocal
diputados,Justicia,"Giampieri, Antonela",PRO,Vocal
diputados,Justicia,"Giuliano, Diego A.",UNIÓN POR LA PATRIA,Vocal
diputados,Justicia,"González, Álvaro",PRO,Vocal
diputados,Justicia,"González, Diógenes Ignacio",UCR - UNIÓN CÍVICA RADICAL,Vocal
diputados,Justicia,"González Estevarena, María Luisa",LA LIBERTAD AVANZA,Vocal
diputados,Justicia,"Grabois, Juan",UNIÓN POR LA PATRIA,Vocal
diputados,Justicia,"Hadad, Raúl",UNIÓN POR LA PATRIA,Vocal
diputados,Justicia,"Herrera Ahuad, Oscar A.",INNOVACIÓN FEDERAL,Vocal
diputados,Justicia,"Longo, Johanna Sabrina",LA LIBERTAD AVANZA,Vocal
diputados,Justicia,"Montenegro, Guillermo",LA LIBERTAD AVANZA,Vocal
diputados,Justicia,"Pareja, Sebastián",LA LIBERTAD AVANZA,Vocal
diputados,Justicia,"Parola, María Graciela",UNIÓN POR LA PATRIA,Vocal
diputados,Justicia,"Pietragalla Corti, Horacio",UNIÓN POR LA PATRIA,Vocal
diputados,Justicia,"Quintar, Manuel",LA LIBERTAD AVANZA,Vocal
diputados,Justicia,"Selva, Sabrina",UNIÓN POR LA PATRIA,Vocal
diputados,Justicia,"Torres, Alejandra",PROVINCIAS UNIDAS,Vocal
diputados,Justicia,"Tournier, José Federico",LA LIBERTAD AVANZA,Vocal
diputados,Justicia,"Velázquez, M. Elena",UNIÓN POR LA PATRIA,Vocal
diputados,Previsión y Seguridad Social,"Ansaloni, Pablo",LA LIBERTAD AVANZA,Presidente
diputados,Previsión y Seguridad Social,"Torres, Alejandra",PROVINCIAS UNIDAS,Presidente
diputados,Previsión y Seguridad Social,"Olmos, Kelly",UNIÓN POR LA PATRIA,Presidente
diputados,Previsión y Seguridad Social,"Álvarez, Claudio",INNOVACIÓN FEDERAL,Vocal
diputados,Previsión y Seguridad Social,"Becerra, Mónica",LA LIBERTAD AVANZA,Vocal
diputados,Previsión y Seguridad Social,"Capozzi, Sergio Eduardo",PROVINCIAS UNIDAS,Vocal
diputados,Previsión y Seguridad Social,"del Caño, Nicolás",PTS-FRENTE DE IZQUIERDA Y DE TRABAJADORES UNIDAD,Vocal
diputados,Previsión y Seguridad Social,"Frias, Maira",LA LIBERTAD AVANZA,Vocal
diputados,Previsión y Seguridad Social,"Garrido, José Luis",POR SANTA CRUZ,Vocal
diputados,Previsión y Seguridad Social,"González, Diógenes Ignacio",UCR - UNIÓN CÍVICA RADICAL,Vocal
diputados,Previsión y Seguridad Social,"Hagman, Itai",UNIÓN POR LA PATRIA,Vocal
diputados,Previsión y Seguridad Social,"Humenuk, Gladys",LA LIBERTAD AVANZA,Vocal
diputados,Previsión y Seguridad Social,"Leiva, Aldo",UNIÓN POR LA PATRIA,Vocal
diputados,Previsión y Seguridad Social,"Lousteau, Martín",PROVINCIAS UNIDAS,Vocal
diputados,Previsión y Seguridad Social,"Macyszyn, Lorena",LA LIBERTAD AVANZA,Vocal
diputados,Previsión y Seguridad Social,"Marino, Juan",UNIÓN POR LA PATRIA,Vocal
diputados,Previsión y Seguridad Social,"Metral Asensio, Julieta",LA LIBERTAD AVANZA,Vocal
diputados,Previsión y Seguridad Social,"Molinuevo, Soledad",LA LIBERTAD AVANZA,Vocal
diputados,Previsión y Seguridad Social,"Mondaca, Soledad",LA LIBERTAD AVANZA,Vocal
diputados,Previsión y Seguridad Social,"Moyano, Hugo Antonio",UNIÓN POR LA PATRIA,Vocal
diputados,Previsión y Seguridad Social,"Muñoz, Gabriela Luciana",LA LIBERTAD AVANZA,Vocal
diputados,Previsión y Seguridad Social,"Palazzo, Sergio Omar",UNIÓN POR LA PATRIA,Vocal
diputados,Previsión y Seguridad Social,"Ravier, Adrián",LA LIBERTAD AVANZA,Vocal
diputados,Previsión y Seguridad Social,"Siley, Vanesa Raquel",UNIÓN POR LA PATRIA,Vocal
diputados,Previsión y Seguridad Social,"Todero, Pablo",UNIÓN POR LA PATRIA,Vocal
diputados,Previsión y Seguridad Social,"Tomassoni, Yamile",LA LIBERTAD AVANZA,Vocal
diputados,Previsión y Seguridad Social,"Urien, Hernán",LA LIBERTAD AVANZA,Vocal
diputados,Previsión y Seguridad Social,"Velázquez, M. Elena",UNIÓN POR LA PATRIA,Vocal
diputados,Previsión y Seguridad Social,"Yasky, Hugo",UNIÓN POR LA PATRIA,Vocal
diputados,Previsión y Seguridad Social,"Yeza, Martín",PRO,Vocal
diputados,Previsión y Seguridad Social,"Zulli, Christian Alejandro",UNIÓN POR LA PATRIA,Vocal
diputados,Acción Social y Salud Pública,"Quintar, Manuel",LA LIBERTAD AVANZA,Presidente
diputados,Acción Social y Salud Pública,"Palladino, Claudia María",UNIÓN POR LA PATRIA,Presidente
diputados,Acción Social y Salud Pública,"Juliano, Pablo",PROVINCIAS UNIDAS,Presidente
diputados,Acción Social y Salud Pública,"Petrovich, María Lorena",LA LIBERTAD AVANZA,Secretario/a
diputados,Acción Social y Salud Pública,"Ansaloni, Pablo",LA LIBERTAD AVANZA,Vocal
diputados,Acción Social y Salud Pública,"Araujo Hernández, Jorge Neri",UNIÓN POR LA PATRIA,Vocal
diputados,Acción Social y Salud Pública,"Barbur, Marcelo",UNIÓN POR LA PATRIA,Vocal
diputados,Acción Social y Salud Pública,"Basualdo, Carolina",PROVINCIAS UNIDAS,Vocal
diputados,Acción Social y Salud Pública,"Becerra, Mónica",LA LIBERTAD AVANZA,Vocal
diputados,Acción Social y Salud Pública,"Benedit, Beltrán",LA LIBERTAD AVANZA,Vocal
diputados,Acción Social y Salud Pública,"Biella, Bernardo",INNOVACIÓN FEDERAL,Vocal
diputados,Acción Social y Salud Pública,"Bruno, Eliana",LA LIBERTAD AVANZA,Vocal
diputados,Acción Social y Salud Pública,"Castagneto, Carlos Daniel",UNIÓN POR LA PATRIA,Vocal
diputados,Acción Social y Salud Pública,"Coletta, Mariela",PROVINCIAS UNIDAS,Vocal
diputados,Acción Social y Salud Pública,"Estévez, Gabriela Beatriz",UNIÓN POR LA PATRIA,Vocal
diputados,Acción Social y Salud Pública,"Flores, Maria Gabriela",LA LIBERTAD AVANZA,Vocal
diputados,Acción Social y Salud Pública,"Freites, Andrea",UNIÓN POR LA PATRIA,Vocal
diputados,Acción Social y Salud Pública,"Giampieri, Antonela",PRO,Vocal
diputados,Acción Social y Salud Pública,"González Estevarena, María Luisa",LA LIBERTAD AVANZA,Vocal
diputados,Acción Social y Salud Pública,"Huesen, Gerardo",LA LIBERTAD AVANZA,Vocal
diputados,Acción Social y Salud Pública,"Leone, Andrés",LA LIBERTAD AVANZA,Vocal
diputados,Acción Social y Salud Pública,"Marclay, Marianela",UNIÓN POR LA PATRIA,Vocal
diputados,Acción Social y Salud Pública,"Marino, Juan",UNIÓN POR LA PATRIA,Vocal
diputados,Acción Social y Salud Pública,"Metral Asensio, Julieta",LA LIBERTAD AVANZA,Vocal
diputados,Acción Social y Salud Pública,"Muñoz, Gabriela Luciana",LA LIBERTAD AVANZA,Vocal
diputados,Acción Social y Salud Pública,"Neder, Estela Mary",UNIÓN POR LA PATRIA,Vocal
diputados,Acción Social y Salud Pública,"Osuna, Blanca Inés",UNIÓN POR LA PATRIA,Vocal
diputados,Acción Social y Salud Pública,"Parola, María Graciela",UNIÓN POR LA PATRIA,Vocal
diputados,Acción Social y Salud Pública,"Patiño Brizuela, Marcos",LA LIBERTAD AVANZA,Vocal
diputados,Acción Social y Salud Pública,"Tomassoni, Yamile",LA LIBERTAD AVANZA,Vocal
diputados,Acción Social y Salud Pública,"Vera, Andrea Fernanda",LA LIBERTAD AVANZA,Vocal
diputados,Acción Social y Salud Pública,"Verasay, Pamela Fernanda",UCR - UNIÓN CÍVICA RADICAL,Vocal
diputados,Acción Social y Salud Pública,"Yedlin, Pablo Raúl",UNIÓN POR LA PATRIA,Vocal
diputados,Acción Social y Salud Pública,"Yeza, Martín",PRO,Vocal
diputados,Acción Social y Salud Pública,"Zaracho, Natalia",UNIÓN POR LA PATRIA,Vocal
diputados,"Familias, Niñez y Juventudes","Yedlin, Pablo Raúl",UNIÓN POR LA PATRIA,Presidente
diputados,"Familias, Niñez y Juventudes","Flores, Maria Gabriela",LA LIBERTAD AVANZA,Presidente
diputados,"Familias, Niñez y Juventudes","Longo, Johanna Sabrina",LA LIBERTAD AVANZA,Presidente
diputados,"Familias, Niñez y Juventudes","Fregonese, Alicia",PRO,Secretario/a
diputados,"Familias, Niñez y Juventudes","Almena, Carlos Alberto",LA LIBERTAD AVANZA,Vocal
diputados,"Familias, Niñez y Juventudes","Andreussi, Barbara",LA LIBERTAD AVANZA,Vocal
diputados,"Familias, Niñez y Juventudes","Bruno, Eliana",LA LIBERTAD AVANZA,Vocal
diputados,"Familias, Niñez y Juventudes","Campo, Julieta Marisol",UNIÓN POR LA PATRIA,Vocal
diputados,"Familias, Niñez y Juventudes","Frias, Maira",LA LIBERTAD AVANZA,Vocal
diputados,"Familias, Niñez y Juventudes","Gallardo, María Virginia",LA LIBERTAD AVANZA,Vocal
diputados,"Familias, Niñez y Juventudes","Giampieri, Antonela",PRO,Vocal
diputados,"Familias, Niñez y Juventudes","Huesen, Gerardo",LA LIBERTAD AVANZA,Vocal
diputados,"Familias, Niñez y Juventudes","Marclay, Marianela",UNIÓN POR LA PATRIA,Vocal
diputados,"Familias, Niñez y Juventudes","Marín, Varinia Lis",UNIÓN POR LA PATRIA,Vocal
